symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
REQ-USD,2024-02-07,2024-02-10,1528633820.8548422,1528639544.9387197,1528644918.7288587,1528787782.458798,1528776739.2882278,1534235317.0579984,1578059907.089059,1528787782.458798,1528776739.2882278,1534235317.0579984,1578059907.089059,1574462533.814734,1574139704.454819
REQ-USD,2024-03-05,2024-03-08,1577310638.5825047,1577352790.3836112,1577519332.5000765,1576776563.8122113,1577223532.9607892,1577437817.380686,1584360726.7140093,1576776563.8122113,1577223532.9607892,1577437817.380686,1584360726.7140093,1583411672.2666674,1582977156.1195896
REQ-USD,2024-03-23,2024-03-26,1582662541.0575862,1582630869.8706944,1583152927.8365912,1582925671.06984,1583057763.4534945,1583231120.7903724,1652154243.0541916,1582925671.06984,1583057763.4534945,1583231120.7903724,1652154243.0541916,1640396582.69366,1639379918.0477428
REQ-USD,2024-12-10,2024-12-13,1636894573.4740102,1636944287.6988468,1636121008.5294383,1636184190.713666,1636349277.2225924,1636463787.966814,1646598441.184245,1636184190.713666,1636349277.2225924,1636463787.966814,1646598441.184245,1639860865.0332108,1640057503.772778
RETH-USD,2025-05-06,2025-05-13,2961418.1347138425,2960079.526942515,2958654.1405660235,2954930.7225595783,2958766.524348173,3048844.1150409514,3325676.435736047,3402851.1856580516,3322609.206497655,3321097.558168908,3481401.9616638864,3449812.857933631,3431054.304676131
RLB-USD,2023-02-16,2023-02-18,23015224.909019765,22961375.32215035,23581157.478966154,23835292.52775514,24888857.05074927,25394824.444648366,25226169.555143457,23581157.478966154,23835292.52775514,24888857.05074927,25394824.444648366,25226169.555143457,25050077.432839252
RLB-USD,2023-07-10,2023-07-17,31411101.23579219,31361329.28747983,31380473.668481786,31103168.76153164,31203137.756720934,33007519.385029737,33743610.60419165,33448295.812556572,34086929.83782192,34391207.21671465,40167656.442746714,39551749.51473991,38285286.13212367
RLB-USD,2023-07-31,2023-08-09,30746112.089441665,31549176.35679618,30006809.259603973,29738733.249275453,30529175.21132664,31478440.93661622,32610634.96165599,34721243.38320702,33788824.362463586,58054136.06269446,55662182.04622485,59529975.50943967,59249476.082361154
RLB-USD,2023-10-29,2023-11-01,64971169.90216712,64800654.48578575,64726118.17831355,64818755.91973982,66242530.87560196,67584286.52958584,70067293.12537083,64818755.91973982,66242530.87560196,67584286.52958584,70067293.12537083,67845518.80802539,67768405.00091808
RLB-USD,2024-01-26,2024-02-01,65769222.29568166,65795554.65197717,65766776.282432236,65661382.361928485,65889549.3070009,66905011.23160304,67528887.98316078,67528887.98316078,67519931.27105816,66973317.91149332,67516747.547399,67295432.24923612,67260546.93555897
RLB-USD,2024-09-07,2024-09-10,67759387.9941445,67660770.19676566,67685746.77635872,67716172.62661964,67843736.35876672,68478114.8386123,69284544.97597088,67716172.62661964,67843736.35876672,68478114.8386123,69284544.97597088,69041251.77757825,68822211.99204077
ROSE-USD,2021-09-02,2021-09-11,110942558.97820947,113088455.6141439,116305932.61312643,114897801.5743646,115270683.83589962,118754919.66387574,155265389.7855296,532861414.8677498,534807063.9200586,518409684.9404541,595882720.9360837,582204774.8492193,576826782.8652909
ROSE-USD,2021-09-28,2021-10-01,553741295.0161847,550276497.7465361,547881111.7296426,544404805.626907,544024799.2619061,547493437.2057811,613597489.6050205,544404805.626907,544024799.2619061,547493437.2057811,613597489.6050205,610874305.1332603,610394931.6666745
ROSE-USD,2021-11-15,2021-11-21,645696304.1591778,647044234.2108725,645823962.182688,643572700.4322908,642881940.4024448,689508286.8182334,769275224.3952208,769275224.3952208,708727499.3072164,735980730.2799782,1108009882.115636,1051121576.6609281,1128828919.2858603
ROSE-USD,2022-01-09,2022-01-14,1165492016.7835426,1141601215.1658525,1133909222.4861867,1130401932.7261689,1149434615.0734189,1290003712.537943,1419191973.372922,1290003712.537943,1419191973.372922,1399418071.154488,1475498848.6319017,1474133110.3091092,1448597692.4391115
ROSE-USD,2022-05-12,2022-05-15,1255668489.3602085,1260361196.6347117,1216201239.6121418,1197523489.7420895,1202887140.1811929,1205389401.7745492,1214833730.949893,1197523489.7420895,1202887140.1811929,1205389401.7745492,1214833730.949893,1207676056.9578218,1214852880.660759
ROSE-USD,2022-07-25,2022-08-02,1190891126.327252,1190973453.5583024,1190199148.323926,1186837049.2505786,1187490264.4394333,1190251872.8912537,1259269424.8647337,1304181511.793488,1301978997.5388372,1297282696.0032225,1304231589.3792267,1299799758.3886976,1299754117.0122838
ROSE-USD,2022-08-04,2022-08-08,1297282696.0032225,1304231589.3792267,1299799758.3886976,1299754117.0122838,1301679821.6240456,1304140291.9421558,1357062846.1240497,1301679821.6240456,1304140291.9421558,1357062846.1240497,1366413015.8676355,1355018631.8566294,1356385120.7665615
ROSE-USD,2023-02-05,2023-02-14,1334720777.0010188,1335599128.4307976,1335546499.9183624,1334145878.8176825,1334270560.3121328,1353301654.623683,1384198396.367267,1382529706.880224,1403818029.7780507,1394679933.2627337,1422167876.3883924,1428050705.8182707,1413599872.6878812
ROSE-USD,2023-03-11,2023-03-14,1400318407.7885184,1397925658.1045446,1398612791.9110684,1398235361.2372382,1401564917.5899932,1407859315.9187,1417299264.8357842,1398235361.2372382,1401564917.5899932,1407859315.9187,1417299264.8357842,1409998199.8521733,1408700806.0450428
ROSE-USD,2024-11-04,2024-11-11,1503925359.5150735,1503712667.5775926,1502777550.9272482,1502311541.013122,1503532486.8484116,1508105023.831675,1523120297.3135748,1522001709.8408191,1523573483.430687,1525159409.8142207,1530939171.274852,1524350895.564421,1520964226.190712
ROSE-USD,2025-05-07,2025-05-13,1541253491.9916594,1541238277.3395417,1540920964.855838,1541079667.9616773,1544077646.7132049,1546152607.977806,1552550441.4854062,1552550441.4854062,1551495707.904117,1556245458.773,1556725903.0113902,1555260258.9161918,1552089043.6321318
RPL-USD,2020-07-21,2020-07-25,1752349.379688988,1763521.1925283396,1781796.6862730167,1786382.008890128,1813674.2552143543,1820564.37996116,2162843.0783871175,1813674.2552143543,1820564.37996116,2162843.0783871175,2225216.7294928078,2179610.3497377234,2170882.224168069
RPL-USD,2020-09-14,2020-09-17,1723928.309797093,1706890.5780383255,1667997.8351192581,1712636.7900613798,1693973.7168519988,1731717.0475835388,1912098.2235484135,1712636.7900613798,1693973.7168519988,1731717.0475835388,1912098.2235484135,1890779.8014830858,1897216.4708139866
RPL-USD,2020-09-27,2020-10-01,1804382.3208963538,1757295.4057572589,1727895.4585183505,1672013.414797879,1695686.701655862,1689588.5311524468,2543417.1729188813,1695686.701655862,1689588.5311524468,2543417.1729188813,2612561.499323771,2576032.1198676825,2437509.5638317475
RPL-USD,2020-10-19,2020-10-22,2404403.7424726803,2403152.779116422,2412957.789379554,2420421.524297425,2426685.439779625,2659889.7173339035,3027954.132991593,2420421.524297425,2426685.439779625,2659889.7173339035,3027954.132991593,2944528.5778015465,2985791.860831036
RPL-USD,2020-11-03,2020-11-06,2676151.219026668,2702416.4929025834,2685625.016653764,2685233.0754203554,2945206.328714246,3203315.3064601114,3422765.808087398,2685233.0754203554,2945206.328714246,3203315.3064601114,3422765.808087398,3230116.5135925994,3329603.595997196
RPL-USD,2021-01-05,2021-01-08,2863338.615152162,3057128.5723266187,3078505.481041006,3060491.8329695435,3157997.4673368866,3179767.281884662,3689969.1115286974,3060491.8329695435,3157997.4673368866,3179767.281884662,3689969.1115286974,3567355.827254041,3516372.7093224013
RPL-USD,2021-01-21,2021-01-30,3515975.8204018,3599994.4092181576,3570720.080689016,3398548.8531952407,3606420.6427349625,3609199.9804983786,3861713.6651591863,3798629.2179818708,3893314.8320899038,3948147.234567457,4029672.622123521,3984849.682248739,3997724.2066866
RPL-USD,2021-02-08,2021-02-17,4215479.6056392,4020641.761898005,4070257.2215410466,4369290.713482941,4403665.605137779,4791630.283481602,5568885.335850735,7150332.26614498,6748062.970291085,6722015.5521391975,7558975.221580623,8228667.213284826,7845783.568632091
RPL-USD,2021-03-10,2021-03-16,8738021.062048556,8711818.863653671,8699318.681255866,8652881.33963835,8693495.01372542,9170130.562742535,12421289.455966955,12421289.455966955,12649009.88445598,12416812.751957988,13028828.163493695,12886693.26391353,12717254.881460618
RPL-USD,2021-05-23,2021-05-26,14985805.247703847,14602634.451894391,14557444.23818422,14038629.438856523,14825205.838909559,14961193.138448268,15563749.50711378,14038629.438856523,14825205.838909559,14961193.138448268,15563749.50711378,15416429.080323119,15054330.776069641
RPL-USD,2021-09-08,2021-09-17,16796114.91957237,16904012.804063946,16445062.875355182,16449813.952108737,17253796.926239878,17113448.60999124,20486477.696811102,21288855.338484257,21738994.34081108,21798997.692660924,21742361.72263375,22007070.908362243,22199960.409328774
RPL-USD,2021-10-30,2021-11-08,21188204.720638696,21229692.995307032,21166756.7632545,21234269.2126891,21273743.402495757,21306749.668051064,29350174.402896475,30107221.094563372,30137908.93451597,30204348.223212313,30515213.70199064,29445286.323278904,29404245.725717492
RPL-USD,2022-07-14,2022-07-23,28380094.78404261,28340944.30847451,28462175.78997827,28451432.243713368,28430830.479728557,28490581.995069392,29236442.668705136,29787735.803078357,29849436.453486733,29755945.45353576,29789460.07691297,29980718.4121294,29872497.818767224
RPL-USD,2022-09-06,2022-09-10,30847522.027502928,30873385.803264827,30919009.060111016,30913673.368566357,30992704.85823046,32643906.209743652,33029360.9763505,30992704.85823046,32643906.209743652,33029360.9763505,33238917.860306688,33126071.88533181,32878189.112380125
RPL-USD,2024-01-07,2024-01-11,79360630.73224829,80222743.08159709,79913781.42246102,79474233.76659475,79744122.33825748,79965603.92492299,87871142.0712795,79744122.33825748,79965603.92492299,87871142.0712795,88237006.64278498,87506037.22807841,87657339.77849115
RPL-USD,2024-06-12,2024-06-18,85788391.00447868,85602834.09714915,85499653.09023894,85618348.63711034,85485126.69458339,134827334.97503614,136573989.80259523,136573989.80259523,142958796.8675794,141929797.81932598,145281042.53655896,144919253.30973908,144280743.84995183
RPL-USD,2025-02-06,2025-02-12,163637244.94510433,163006676.04202935,162712551.34860587,162072496.83614963,161987960.1267342,162390907.73860574,198625727.1962883,198625727.1962883,199779677.1007628,215377196.53865066,215815747.97402716,212884488.5186749,212432020.90441132
RPL-USD,2025-05-07,2025-05-11,208442728.50569475,208775507.91046757,208562136.51499093,208623024.66426918,210145779.2614404,210943432.51184914,212566138.66512272,210145779.2614404,210943432.51184914,212566138.66512272,220969887.66488025,220462782.19521645,220666425.47003403
RPL-USD,2025-06-01,2025-06-04,218570875.94403994,219109905.20961067,218758535.27033997,219137774.13463208,220026150.78416455,230972696.57367182,233586892.90051195,219137774.13463208,220026150.78416455,230972696.57367182,233586892.90051195,,
RSR-USD,2020-08-11,2020-08-16,11982607.712221846,11340455.345760202,13374400.867694579,12453042.439482234,12917495.12790035,15963140.940551165,19606542.884807248,15963140.940551165,19606542.884807248,26726711.613940362,35410402.83258966,34742553.38930576,35145716.64817894
RSR-USD,2020-10-11,2020-10-20,7972795.1803204045,10639331.186614681,8636594.623615498,9192977.508454598,11415992.555970537,12641955.256894182,27798298.7487714,20273738.5387259,25974518.61052511,22884826.255286492,9453515.546856323,61867095.02371984,86649918.72295584
RSR-USD,2020-11-03,2020-11-12,61415990.85294607,65840079.46938168,50612712.18893691,48373230.98310148,42580154.73962407,56018105.6923992,75345063.60810079,67978004.737236,94438666.31301282,91753896.08862866,84031509.81891985,95344170.00890374,88753810.28825942
RSR-USD,2020-12-30,2021-01-08,130230851.40752585,137598796.90024948,137147069.36236304,136397682.8769496,139184747.7565968,188179351.69123387,225429335.9059279,364212583.5922644,348117602.885155,351548211.4842435,364394781.3032959,391638056.03826743,374189487.29219025
RSR-USD,2021-02-07,2021-02-13,383024662.42633826,426256934.9065737,396893370.4194383,382946445.67636865,413867465.27143747,478625606.6101998,522943974.2563724,522943974.2563724,573602613.2447687,652612140.6358442,677404468.3603377,611862423.9482236,550842892.766278
RSR-USD,2021-04-13,2021-04-16,748469913.3690791,743026736.4821389,740187131.4015325,742717043.1415354,742099490.6308006,789211182.068348,830022070.7125579,742717043.1415354,742099490.6308006,789211182.068348,830022070.7125579,816469898.0270396,794725336.7132752
RSR-USD,2021-05-23,2021-05-26,720731501.4160333,704706623.4468228,698602246.2032651,683837829.7118531,717714377.4344538,711948722.8038152,723696650.7309896,683837829.7118531,717714377.4344538,711948722.8038152,723696650.7309896,718814250.4508189,710283190.8629186
RSR-USD,2021-07-20,2021-07-28,696514456.096161,696595014.265741,694780986.9568124,693489706.74899,696396566.0350604,699913205.8058128,702147592.497801,709187524.6518563,713282317.442651,713842634.9990578,723469793.2293788,722744959.5008156,722743364.0911682
RSR-USD,2021-11-26,2021-11-29,781019099.2313327,780337475.8149868,784225877.9422297,775930545.1837996,779023083.2567859,834386614.9599626,995023938.0963495,775930545.1837996,779023083.2567859,834386614.9599626,995023938.0963495,963846658.819647,968143500.6937321
RSR-USD,2022-05-26,2022-05-30,912525539.8967774,910625708.5954536,905391775.6195877,900215979.8357832,903887128.5661567,903364943.5986979,931371416.9383788,903887128.5661567,903364943.5986979,931371416.9383788,943650358.5274649,938491036.6572666,935834122.8952118
RSR-USD,2024-03-18,2024-03-26,1155222258.280411,1151073873.6626234,1151060443.7449534,1149713286.38366,1147176759.6540782,1152528064.5818744,1275990271.354557,1258411334.3173053,1259133683.1197672,1326442359.9999952,1359919998.8540728,1346499274.1006753,1344990255.034992
RSR-USD,2024-12-21,2024-12-28,3665626947.4016323,3657048592.528721,3664834243.795462,3660804963.4881053,3660981421.5323033,3668525999.975506,3703817343.90396,3700648630.261305,3702142462.475685,3701492518.45014,3711854120.4161367,3705279908.112334,3701427366.3402705
RUNE-USD,2020-08-06,2020-08-14,5206401.277892599,5493517.186025534,6265723.534964891,6473416.210174266,6482270.1761799315,7259946.672091249,8370344.263141149,8342781.542439385,9811787.047266254,9252801.007151552,10291412.622430252,9886179.849025335,10082190.962135443
RUNE-USD,2020-09-23,2020-09-27,7448322.6225632755,5885192.928863077,5890176.263212543,5153243.635888395,6256924.976444,7881339.151620133,8523324.791266235,6256924.976444,7881339.151620133,8523324.791266235,11105082.137833806,10032748.630911963,9745288.314784933
RUNE-USD,2020-11-03,2020-11-12,9698119.860031102,9631065.03098466,9513918.655776799,9415272.05585033,9493614.018538844,10364776.345289055,11903956.721191421,13040488.736407155,14916305.560671763,14163611.51419242,13455967.313589703,17118338.953688756,21081434.38278752
RUNE-USD,2020-12-26,2021-01-04,21525634.690159626,22261773.564050816,22243573.02530547,21739196.601433404,22049408.335967258,24806675.986678503,29796029.84763311,33700291.224382624,33687035.650193855,38263239.69344081,41280429.68405602,41141200.53871615,41312588.4344719
RUNE-USD,2021-01-11,2021-01-18,36581024.94871615,40249649.470392615,38795876.6394663,35359647.56539199,35120124.38919263,66744021.252322204,68840991.53766964,67909708.84354624,70414063.14619225,70188433.05868843,71716293.21605134,70541782.53158173,70693233.86639203
RUNE-USD,2021-01-21,2021-01-30,71716293.21605134,70541782.53158173,70693233.86639203,64937390.934248224,79611047.91802955,86737920.61437272,90782685.35010982,89606881.33585842,122662476.10568249,137508717.85382825,143795935.12413034,138445143.98710656,155867251.92124307
RUNE-USD,2021-02-28,2021-03-09,203741305.8404454,203077551.95420238,204564641.68693513,202695304.0007964,212286401.8951171,212366853.77756247,220927748.03493965,220329640.01137906,220286252.8072853,221027146.88602355,223770610.50417134,226090290.58888727,226870014.52071422
