symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
WAVES-USD,2021-08-11,2021-08-14,2193175063.932571,2202821476.97344,2204847782.1195436,2217796162.003668,2230780038.582216,2238719414.0803022,2563447664.398423,2217796162.003668,2230780038.582216,2238719414.0803022,2563447664.398423,2548134103.173218,2537970947.0571566
WAVES-USD,2022-02-23,2022-03-04,2789404791.4247975,2767201053.9111247,2775984969.180532,2785501754.661714,2792032364.7297363,2815277504.886322,2894947886.5216446,3420870841.505029,3451061785.59759,3471870014.8544683,3479181604.308248,3436660618.0657063,3471101394.424677
WAVES-USD,2022-03-25,2022-03-31,4771370180.870747,4758611228.09256,4738790644.741604,4738308459.716269,4774729236.837735,4770332384.101217,5442341164.222381,5442341164.222381,6116241596.932482,6191057810.364154,6350783413.946803,6257879944.259221,6179906317.994955
WAVES-USD,2022-05-27,2022-06-03,4429258287.695239,4422922411.599174,4401006721.422033,4373624536.004044,4374708661.859786,4376101263.81142,5878966856.609589,6535301633.587335,6596147998.91234,6679340947.13614,6707380315.527726,6652449610.313784,6591527244.358983
WAVES-USD,2022-06-18,2022-06-21,6431603853.211425,6395498187.755537,6410446874.298715,6410215580.051766,6421897148.650139,6425081597.52008,7068667028.516921,6410215580.051766,6421897148.650139,6425081597.52008,7068667028.516921,6924989556.442464,6972544066.519155
WAVES-USD,2023-01-11,2023-01-16,7045003961.143486,7050209207.891405,7050825151.253071,7051240354.886928,7070753728.464915,7075695499.593071,7151700177.443624,7075695499.593071,7151700177.443624,7189975855.578297,7194088518.357113,7187728276.361975,7176177316.374775
WAVES-USD,2023-06-21,2023-06-24,7306623073.039779,7306840719.828918,7307409700.959292,7308677515.51624,7308106238.936129,7309420692.434368,8414467516.012737,7308677515.51624,7308106238.936129,7309420692.434368,8414467516.012737,8324055097.606826,8308517683.375916
WAVES-USD,2024-03-10,2024-03-13,8560270022.641788,8559687936.648168,8560196842.397221,8559861796.577409,8566776028.50209,8566054169.149593,8865473321.462496,8559861796.577409,8566776028.50209,8566054169.149593,8865473321.462496,8834578238.34589,8838823263.494125
WAVES-USD,2024-08-05,2024-08-09,8683641995.75471,8682381720.608027,8680884503.928457,8678031670.734375,8679872355.848705,8679147931.862843,8694886446.030384,8679872355.848705,8679147931.862843,8694886446.030384,8697859786.114975,8697308696.634893,8695811836.586409
WAVES-USD,2024-11-27,2024-12-06,8741183561.675201,8741251596.861656,8743029675.22596,8743813463.977024,8743443219.941525,8863443911.176374,8891898718.99121,8887936804.100166,8914666481.51752,8926248712.999882,8925772799.156708,8926878017.06443,8926625528.466093
WAVES-USD,2025-02-09,2025-02-12,8981868319.559725,8982125878.240492,8982229811.369017,8982522177.253744,8983498996.627714,8984263062.743265,9019282287.83186,8982522177.253744,8983498996.627714,8984263062.743265,9019282287.83186,9011551851.94271,9008757794.38947
WBETH-USD,2025-05-07,2025-05-13,9981163.570851998,10001012.016733311,9988524.398803022,9964305.353369389,15032434.724657645,17966272.56008786,18773178.163121697,18773178.163121697,18532706.497352786,18354129.386688355,19000899.1225741,18607969.782909993,18502519.790841952
WBNB-USD,2021-05-23,2021-06-01,1720447141.9565156,1646390852.2920022,1454037853.6843708,1064605033.895931,1882243130.117453,1868146879.704736,2043604095.2813778,1806179990.6842427,1858428174.0938034,1930941532.155603,1954856991.8793397,2072708159.302761,2133475993.323213
WELL-USD,2021-09-01,2021-09-05,370754.0154339323,364778.16750855115,348169.02484341734,198015.03969492944,178863.46186510904,456295.11904611066,462474.0479435655,178863.46186510904,456295.11904611066,462474.0479435655,488375.98030648497,486363.33725572785,469947.55159109604
WEMIX-USD,2021-05-23,2021-05-26,51377204.062196836,51292718.40603849,51254702.57136064,50841715.38163219,51094765.57968806,51113778.67395613,51152520.15727827,50841715.38163219,51094765.57968806,51113778.67395613,51152520.15727827,51126345.060094066,51050819.22314665
WEMIX-USD,2021-08-09,2021-08-18,51950602.39043752,52008588.857519105,51981511.826802,51991427.05568438,52024303.65398537,52373648.68327743,53659220.941478975,56868129.838425234,57887758.03895334,57270954.04298721,58098470.69708379,58059202.88202278,58011402.52139269
WEMIX-USD,2021-09-01,2021-09-07,57812707.134094365,57932931.069969505,57926765.80206685,58646597.557638444,58384531.61620007,61699420.59195782,63439834.450341694,63439834.450341694,68194892.23894271,70168900.67891066,74778486.14188091,73184212.29916625,74121532.4530968
WEMIX-USD,2021-09-13,2021-09-18,72503509.98059145,73039352.47913295,73104070.71202461,71627857.09560889,74342979.89612597,74300798.58474413,83396967.16805239,74300798.58474413,83396967.16805239,87931155.25665346,177663358.874638,154677791.5067221,117963601.02548242
WEMIX-USD,2021-09-28,2021-10-01,121244344.35292017,111247256.4365826,91568321.07036734,104852082.63435063,107046731.01819257,106375696.26650195,165830889.63307068,104852082.63435063,107046731.01819257,106375696.26650195,165830889.63307068,154063773.52594617,160657569.60413545
WEMIX-USD,2021-10-18,2021-10-27,161700794.8496052,161596401.2937487,162209466.5062582,162288991.05137092,165020930.36531842,166549579.47630867,179607417.55416945,184801412.74255452,216019038.55952686,228582318.9021395,235572062.68466797,253276951.51639843,379859392.42388904
WEMIX-USD,2021-11-11,2021-11-20,366109886.5526881,367705077.46947277,412660584.5255367,414690055.9598571,411249077.40800834,415912889.0025168,546844256.4329753,684730257.342367,646605857.9442061,680714288.0324206,696805074.1531566,777634571.9885813,739139219.5106721
WEMIX-USD,2021-12-19,2021-12-23,600671833.6216501,602101595.1413745,601722478.7502668,599569122.4645127,601013560.4437236,609974945.0138971,629691446.4943569,601013560.4437236,609974945.0138971,629691446.4943569,629992723.3567026,621060752.6327218,624856638.6929355
WEMIX-USD,2022-01-09,2022-01-12,605193391.5730513,585960256.4227263,583040789.0377116,572804620.768502,536250596.78203785,1096019333.7874093,1227840277.780619,572804620.768502,536250596.78203785,1096019333.7874093,1227840277.780619,1177906319.7853813,1172501338.970884
WEMIX-USD,2022-01-22,2022-01-28,1150630160.5930748,1147339940.2356546,1134499687.6217802,1127757994.345835,1156174508.9125123,1157175157.0372424,1177396845.5624733,1177396845.5624733,1184184080.612847,1185160161.0510383,1300968950.7273118,1300630062.4655414,1297122374.7483845
WEMIX-USD,2022-05-18,2022-05-26,1288357871.8474092,1287532199.8189843,1288434634.8669198,1283406884.07993,1292371567.3640962,1299329927.9330685,1494142326.4625225,1512790211.6610281,1516584167.7324915,1694687986.2149563,1698373376.2284307,1690350922.0098553,1686352865.5649173
WEMIX-USD,2022-11-01,2022-11-06,1711141770.9969907,1703917902.6029565,1703023978.7092125,1702775539.092773,1759254932.8651154,1759618393.8725939,1773832621.05025,1759618393.8725939,1773832621.05025,1773290640.564482,1791776451.9792292,1789952518.2540019,1773366445.5196729
WEMIX-USD,2022-11-29,2022-12-04,1369805627.0833135,1367083188.876357,1366296053.9054232,1369790403.5330977,1370981578.6647103,1373393296.6738052,1530334389.3583243,1373393296.6738052,1530334389.3583243,1595023516.9208274,1716345725.9651525,1584164302.0847337,1584856683.430694
WEMIX-USD,2023-01-20,2023-01-29,1152158251.42402,1152170512.2329938,1152208477.2230446,1152472892.828172,1152605021.5949523,1152743658.3558285,1154638686.9019544,1154427741.695599,1155007473.9696164,1154914851.8200712,1155158188.1634283,1155081514.5758932,1155197362.5808284
WEMIX-USD,2023-01-31,2023-02-04,1154914851.8200712,1155158188.1634283,1155081514.5758932,1155197362.5808284,1155389145.7382588,1155849654.6746676,1158387220.7171874,1155389145.7382588,1155849654.6746676,1158387220.7171874,1160939268.659789,1160536662.4485986,1160451179.936336
WEMIX-USD,2023-02-12,2023-02-21,1158198641.8251579,1157797994.7625654,1158476077.6276453,1157959810.9669094,1159449616.344317,1159949278.6850367,1161021663.0287342,1172291904.2256987,1172693830.018815,1179334787.025094,1182575426.33241,1181964535.550954,1181760326.1076303
WEMIX-USD,2023-09-17,2023-09-24,1172722268.5067463,1172722769.302614,1172735126.027001,1172731098.1221707,1174528639.8247259,1174438479.79574,1179303892.9251688,1178365587.3903494,1179058775.0519428,1181777319.2730706,1183590315.4932394,1180465315.038802,1179268869.8048904
WEMIX-USD,2023-11-01,2023-11-06,1180467842.8933256,1180631219.4756804,1181117855.8084521,1181342651.9382956,1181357830.8426917,1182726095.9929106,1186722384.3692656,1182726095.9929106,1186722384.3692656,1186287478.2481196,1188727608.4576273,1183140156.1267393,1186876113.8176541
WEMIX-USD,2023-12-04,2023-12-07,1191146295.0350654,1193031771.1620076,1193856485.757727,1195819975.840579,1195378865.8369603,1207274407.490753,1218641326.615798,1195819975.840579,1195378865.8369603,1207274407.490753,1218641326.615798,1216325255.0690997,1215387816.4331808
WEMIX-USD,2024-04-19,2024-04-22,1186813588.229317,1186692856.1350026,1186882791.7857053,1186833430.4901893,1186950365.1724126,1186966250.2283037,1188047655.6703374,1186833430.4901893,1186950365.1724126,1186966250.2283037,1188047655.6703374,1187487110.5611947,1187147758.6773415
WEMIX-USD,2024-06-22,2024-06-26,1185965927.3702128,1185900242.6299558,1185760649.5582476,1185773425.5525887,1185770829.903918,1185794991.0295022,1189100080.5873175,1185770829.903918,1185794991.0295022,1189100080.5873175,1189980282.7209356,1189563719.2203655,1189394201.007812
WEMIX-USD,2024-11-21,2024-11-24,1187012084.3634353,1187003600.7988615,1186980203.8479457,1186994333.2910733,1187012748.0398498,1188665732.5360367,1189716646.1198738,1186994333.2910733,1187012748.0398498,1188665732.5360367,1189716646.1198738,1189398271.462799,1189245456.3737886
WEMIX-USD,2025-03-12,2025-03-15,1184740344.0624363,1184598062.866868,1184611849.4414864,1184665917.0751247,1184641102.2787971,1185688553.4289165,1185936958.005693,1184665917.0751247,1184641102.2787971,1185688553.4289165,1185936958.005693,1185728556.0496767,1185699090.144131
WEMIX-USD,2025-04-07,2025-04-13,1185522867.2758787,1185514862.0160236,1185423083.681204,1185414412.1048388,1185381893.2544808,1185507573.781517,1189734415.8379219,1189734415.8379219,1190608283.3407474,1190656609.27018,1191797118.1604593,1191607773.5555809,1191508719.2163246
WEMIX-USD,2025-05-31,2025-06-04,1164669415.6545992,1164698547.6820884,1158708969.0769475,1158054353.7014234,1157711857.0559082,1173754061.5966306,1173672430.9584389,1157711857.0559082,1173754061.5966306,1173672430.9584389,1174202648.0027146,,
WETH-USD,2020-12-31,2021-01-09,88682604.55168475,90369947.83307336,103401490.39957187,95460168.41987911,91821119.50924635,126103687.08146313,423222308.4973105,677033134.5147856,692764742.5994095,691757281.1655544,749132549.3076813,731193029.1939272,458359375.6924591
WETH-USD,2021-05-23,2021-05-26,1435813419.3461266,1071918653.827154,991850082.8310983,671504826.2452865,1249513703.389379,1290736560.7147565,1423725024.3212981,671504826.2452865,1249513703.389379,1290736560.7147565,1423725024.3212981,1367822415.2502985,1206542853.7357473
WETH-USD,2025-05-07,2025-05-13,-11897730720.46849,-11895992770.389444,-11900366624.047874,-11898759431.194944,-11556380234.121603,-11427167728.846941,-11261231286.141443,-11261231286.141443,-11302089872.60925,-11313031759.749727,-11183414068.539198,-11226112617.33186,-11259449625.901867
WIF-USD,2024-07-12,2024-07-21,1781870796.2228758,1772189532.3621695,1749773571.4102077,1754347795.5061686,1758568937.186044,1782645633.4667165,1927184161.2982466,2004419906.6964219,2029891573.0859118,2042747415.5359101,2071483125.8272593,2058889376.058879,2029025157.0562928
WIF-USD,2024-08-05,2024-08-08,1851420697.905692,1835944762.568103,1788284631.4361722,1637295362.5240817,1703599909.9521284,1835177015.678034,1987362517.3731346,1637295362.5240817,1703599909.9521284,1835177015.678034,1987362517.3731346,1964400096.1837692,1963256596.337367
WIF-USD,2024-11-08,2024-11-13,2214720030.220641,2363002872.0972524,2340405087.0647807,2336504782.837782,2367170108.5137563,2508222232.552907,2826760695.67257,2508222232.552907,2826760695.67257,2920042788.4676375,3855634340.585349,3511017905.806294,3627922960.392791
WIF-USD,2025-02-27,2025-03-02,2661522754.6517754,2654891225.487154,2673338647.841015,2676863225.37862,2712359932.152493,2704431646.4401093,2879765760.0772214,2676863225.37862,2712359932.152493,2704431646.4401093,2879765760.0772214,2783879623.662161,2714698071.937246
WIF-USD,2025-04-21,2025-04-26,2684054926.070191,2686674181.056318,2689768202.8355937,2688344783.9839773,2730849669.8479543,2761748127.166621,2770203055.098345,2761748127.166621,2770203055.098345,2837681093.096732,2846315983.0884957,2836271335.753236,2837908002.294779
WIF-USD,2025-05-06,2025-05-13,2830224836.809933,2826130634.8036203,2825859225.877569,2829547575.653076,2834120626.311949,2904492096.8553557,2956629482.210339,3239807509.2224636,3224569412.068913,3699015626.1411366,3724103149.300537,3704373233.6714487,3635899990.475188
WLD-USD,2023-09-12,2023-09-21,51332784586.11192,51328959934.7846,51323356913.53417,51323591051.67872,51323652122.532196,51328122811.353806,51371837159.988976,51417039709.32466,51418692252.231705,51440502452.60768,51436761096.22251,51444518301.379036,51438825761.58038
WLD-USD,2023-12-13,2023-12-17,51606633564.81369,51593182559.68579,51591839560.070175,51598985283.64215,51603252068.646965,51596393140.54756,52005142645.153656,51603252068.646965,51596393140.54756,52005142645.153656,52083614428.650764,52054074232.681656,52040246920.66988
WLD-USD,2024-02-12,2024-02-21,51991063269.60304,51991134811.41263,51990482149.045494,51996173032.53344,52003938333.807144,52026651842.55995,52045079953.91817,52412846454.75017,52852757701.958244,52734594100.71303,52778072196.37318,52977429107.599495,52984875761.10282
WLD-USD,2024-03-06,2024-03-09,53036608893.58347,52989796466.901085,52895949333.32022,52982785107.12072,52975546837.900345,53004789914.27263,54107739250.09053,52982785107.12072,52975546837.900345,53004789914.27263,54107739250.09053,53913173372.49159,53937411471.09061
WLD-USD,2024-07-12,2024-07-17,53455939007.138145,53459051165.448074,53447399185.30886,53446560401.651375,53448706713.63165,53450602803.8474,53520218595.53929,53450602803.8474,53520218595.53929,53667557093.47031,53699152812.40089,53661488341.46482,53678650529.17669
WLD-USD,2024-09-22,2024-09-27,53621114247.82111,53623548928.243935,53624519427.87462,53619693903.071236,53641327188.99543,53653092735.19614,53715572444.889534,53653092735.19614,53715572444.889534,53703993326.63225,53714640719.77217,53706469761.26521,53710905757.44889
WLD-USD,2024-11-27,2024-12-06,54052261670.59444,54006687919.02084,53987230064.076546,54026580187.41325,54223741711.7981,54220271697.21687,54603843286.95058,54518784880.71234,54513118122.5986,54752980151.15695,54813576130.57074,54794443335.88851,54793677679.07669
WLD-USD,2025-04-23,2025-04-26,54207157142.283806,54205820643.29092,54217947926.09748,54222436351.698944,54234348777.78309,54277225511.795204,54359865623.899666,54222436351.698944,54234348777.78309,54277225511.795204,54359865623.899666,54338205140.654655,54341313220.96686
WLD-USD,2025-05-07,2025-05-13,54296399303.48465,54286517707.84497,54297180357.850945,54297115754.67799,54334092010.83313,54358407189.58818,54385028630.580605,54385028630.580605,54388671302.683174,54395220885.74672,54399336967.81443,54389704299.2383,54372335929.48877
WLD-USD,2025-05-19,2025-05-22,54367611620.90875,54362782681.59052,54381814517.08255,54373236940.09653,54370231300.03108,54397619742.10177,54670110265.749016,54373236940.09653,54370231300.03108,54397619742.10177,54670110265.749016,54582499013.4035,54597899394.881744
WOO-USD,2021-05-22,2021-05-24,374786991.79950607,383988958.8152837,373788433.41141146,364254817.6740144,358676523.4492994,379730316.6696227,379491797.52942955,373788433.41141146,364254817.6740144,358676523.4492994,379730316.6696227,379491797.52942955,379568750.3786185
WOO-USD,2021-06-06,2021-06-09,382486374.4541954,387049369.6755206,386322265.9582072,398014443.8304548,397062368.6379919,401388594.3214938,436517623.95068425,398014443.8304548,397062368.6379919,401388594.3214938,436517623.95068425,426211757.7822619,427182370.82009846
WOO-USD,2021-07-20,2021-07-29,389665780.6661369,389687678.6317695,387154878.35445327,386845805.85944074,403784627.7361924,403186100.21506405,407083573.6790406,409073106.7741205,409188001.04417604,411215226.9619642,417702599.104892,420981010.34558153,425094423.649852
WOO-USD,2021-09-24,2021-10-02,418950080.4410525,426229248.8739557,428092947.3211306,428074352.40417075,426788431.3145235,435146012.6407946,460851934.42068064,462805991.87458473,481701065.7784293,481191580.29557866,482868137.5166811,481925057.0598235,479683601.4097707
WOO-USD,2021-11-08,2021-11-11,510231524.31289715,510045578.4047866,509460237.3467955,511840437.42217165,514032406.86004627,514960495.71892023,532315034.4599801,511840437.42217165,514032406.86004627,514960495.71892023,532315034.4599801,527954713.9766007,529576117.8208877
WOO-USD,2022-03-15,2022-03-24,506703488.5393565,505228518.89429486,505722190.965416,505868881.1317593,513355703.9287237,515743240.0679132,535532261.33261013,532013605.7677507,531934163.69787914,532318894.3071152,536358479.38427657,534405992.7317409,534492652.89845157
WOO-USD,2022-06-20,2022-06-24,489026097.85753083,490338974.8887031,506234839.29937506,503467293.4200044,510567528.79706097,514932380.5860752,525281030.9502395,510567528.79706097,514932380.5860752,525281030.9502395,527511724.6735159,526131316.4453742,523103586.4840129
WOO-USD,2023-03-11,2023-03-17,557169123.3123614,556052593.2190962,557671561.9649682,557374269.5229751,558514549.4466578,560314714.7869983,569929554.9713198,569929554.9713198,566829650.3875446,567958106.8592693,572158954.9589895,570872262.2382768,570169674.1473233
WOO-USD,2023-04-11,2023-04-15,569364835.5550691,569615550.844786,570888049.2208736,571497736.6213387,575431777.0934193,577197091.411286,597146001.7511785,575431777.0934193,577197091.411286,597146001.7511785,606257173.6875463,604755379.065443,603003526.6092305
WOO-USD,2023-12-11,2023-12-19,611645110.6035429,611029112.0140898,612444074.0229182,610010324.9841763,619713006.4656059,626853375.9117295,660608861.8178191,668234224.9724455,664762300.3461435,689559093.7021526,695163519.0456927,692137398.4639667,693277934.6453602
WOO-USD,2024-11-04,2024-11-12,701450481.2515068,700845057.466462,700172724.6933296,699275747.7521355,700571031.8742113,706037199.0136155,707743000.7012339,711732793.6214203,712001097.210034,714427723.6141672,720161208.1445355,716576575.0056157,715799380.8933622
WOO-USD,2025-05-06,2025-05-13,704851995.5931125,704476254.707956,704576344.3740277,704086887.5202764,704018007.2688003,706609315.8237743,709987807.6105789,710950526.1395428,710530900.6349111,710889209.0254416,711867389.853673,711293012.5745064,710256359.154923
XCH-USD,2022-06-16,2022-06-20,253515873.1495093,253576829.26766884,254751400.6059037,254245007.3315623,254488368.57306346,258809195.5855468,261897425.1648747,254488368.57306346,258809195.5855468,261897425.1648747,266385206.27296126,263614281.25356495,262674176.94194168
XCH-USD,2024-02-28,2024-03-07,279685605.906132,279974200.56929284,280279148.6246294,280764983.6654226,280300325.1556223,280643702.2718583,294987186.50071704,294104293.99350196,292364295.12327355,293707134.83610183,296425876.2603179,295253546.9996255,294906683.4790616
XCH-USD,2024-11-20,2024-11-29,285476709.8912961,286108488.0866303,285659484.74201864,285407565.8218676,285816650.63912576,286123341.60527205,334163466.7490366,331531535.51666754,332267309.1599549,332142433.86813545,338489346.76913697,340114694.96354717,340843965.690612
XCH-USD,2025-02-24,2025-03-02,326122380.9785109,326420812.11641484,326353096.1663022,325520332.9349584,330585461.53381556,331388311.22033745,331272158.6820693,331272158.6820693,332242489.4765698,331917241.79677165,333307396.882977,332010934.4136877,332661450.2448152
XDC-USD,2021-02-15,2021-02-18,20404759.521281905,20818970.041409142,21926156.474972673,23388390.874674015,30227729.936114907,29903109.31634093,30990223.27300909,23388390.874674015,30227729.936114907,29903109.31634093,30990223.27300909,29940044.919337444,29889745.644777734
XDC-USD,2021-04-06,2021-04-15,37432059.15860518,37976947.97071266,38161427.4820372,38339466.34498206,38642531.85749717,40354908.73333325,43194928.882299766,42465832.14153819,46483752.834401235,52759548.46629207,60404566.14242905,58900965.50904104,58047289.84666969
XDC-USD,2021-06-14,2021-06-17,54210313.92926214,54391873.13818063,54576664.786617346,54657707.6421001,54744079.70847503,54686044.405883364,59668479.22629239,54657707.6421001,54744079.70847503,54686044.405883364,59668479.22629239,58979743.20447627,59095871.016476035
XDC-USD,2021-06-26,2021-07-04,57676483.612893686,57592138.50601145,57296120.321759306,57501834.69756248,59060162.30064428,59149551.11834723,60373449.8296893,61656969.74194861,67679428.55829792,66525279.64153866,67879703.61138429,66641985.26127269,66612855.31261293
XDC-USD,2021-08-05,2021-08-14,65707472.97447426,65356457.21610013,65595028.32432754,65512681.364500985,65647050.36544933,65733286.81132033,70587894.63847771,72184499.50854939,74145153.9902597,78573610.15921248,78916911.15083323,78513253.29840975,77100451.70687473
XDC-USD,2023-07-19,2023-07-27,70509700.89602731,70628918.38475205,70684961.21153343,71525251.80194162,72420863.43645623,72952341.20365961,82408145.58427425,81714112.01433502,81556096.91780815,82773787.75007814,83454914.77203947,82833593.98762457,82509228.76448897
XDC-USD,2023-07-31,2023-08-03,82833593.98762457,82509228.76448897,82656049.3743031,83160340.3340524,84280303.13323002,88319721.14268559,96820259.03587134,83160340.3340524,84280303.13323002,88319721.14268559,96820259.03587134,89928861.54329433,88134554.68515691
XDC-USD,2024-11-13,2024-11-22,89668041.0887214,89764507.76990865,90039718.45570041,89867604.49484554,89474404.82735203,89803208.26298788,117022258.38262826,114159783.8907171,114299768.67715518,114228309.79406306,122521481.29885292,128281721.8736655,128852239.93860653
XDC-USD,2025-01-12,2025-01-17,190006651.1961962,194420129.2289266,197815933.4592856,197545601.59585568,197541505.0206549,203649502.26699737,236847482.9381765,203649502.26699737,236847482.9381765,240862786.2501382,242883761.54412964,238394271.64210412,231543519.18778545
XNO-USD,2020-11-20,2020-11-24,15452964.495695164,15324450.466893211,15338194.466008315,15475388.596287759,16950775.584494144,16739748.69534768,27102995.785180375,16950775.584494144,16739748.69534768,27102995.785180375,34284979.00118474,29952851.63103025,25999164.676342465
XNO-USD,2020-12-31,2021-01-07,28379576.463735573,28343733.85535755,28322518.112270866,28061700.19755499,28127044.972175736,28269090.284941368,81646488.48701483,74658745.58750509,75664150.29117309,153023866.94707203,650195125.9956052,627451876.8068858,612847159.0128754
XNO-USD,2021-02-08,2021-02-17,699546726.3996925,697918034.2785096,697066706.7849497,700018303.0479164,732710584.9697562,730047105.8607565,795027301.8626629,838893665.3142875,852019336.7128294,853010269.1332282,853204460.0127723,875332569.3692713,872831403.5408698
XNO-USD,2021-04-14,2021-04-17,850758359.7495618,849381111.3852141,849967289.980219,847468305.6701347,849432612.878439,856664009.9922352,4935248006.592896,847468305.6701347,849432612.878439,856664009.9922352,4935248006.592896,4654805291.507825,4553129337.092218
XNO-USD,2021-05-10,2021-05-14,4589363823.211736,4585875865.503587,4582363542.458962,4572772108.452403,4577401988.497762,4599658508.416781,5128662044.03537,4577401988.497762,4599658508.416781,5128662044.03537,5172092722.174947,5135693706.394652,5131997226.124339
XNO-USD,2021-05-23,2021-05-26,5160334590.319874,5134180461.126304,5125521511.624036,5114034310.769615,5149520917.980068,5147415935.02537,5159859865.7225,5114034310.769615,5149520917.980068,5147415935.02537,5159859865.7225,5159038838.565008,5149432760.698682
XNO-USD,2022-03-13,2022-03-17,5172154210.553138,5172096539.966652,5172267214.079646,5171876052.405862,5172296847.688935,5172325852.262008,5221740348.702462,5172296847.688935,5172325852.262008,5221740348.702462,5253933547.916066,5246018024.650167,5245133918.889445
XNO-USD,2022-11-20,2022-11-23,5249222544.466082,5249221187.912258,5249217735.53429,5249206627.138475,5249188370.329654,5249215037.872026,5386326656.034828,5249206627.138475,5249188370.329654,5249215037.872026,5386326656.034828,5373375289.681402,5372435943.847423
XNO-USD,2023-12-09,2023-12-13,5379312409.113978,5379374855.10956,5379461310.299342,5379591320.899485,5379570393.242347,5379675068.30543,5402007081.869727,5379570393.242347,5379675068.30543,5402007081.869727,5411457678.709858,5410357045.016843,5409677496.823222
XNO-USD,2024-11-20,2024-11-29,5410999356.527956,5411191622.839932,5411179291.527827,5411106424.07409,5411282251.145977,5411634090.336767,5412612967.388968,5412860734.819017,5413046603.013044,5413036774.618266,5413185294.074556,5413350060.726785,5413392145.419051
XNO-USD,2024-12-01,2024-12-04,5413036774.618266,5413185294.074556,5413350060.726785,5413392145.419051,5414244349.950043,5416316923.098746,5420837929.141285,5413392145.419051,5414244349.950043,5416316923.098746,5420837929.141285,5419572277.776858,5418973988.641956
XNO-USD,2025-02-07,2025-02-14,5416922210.045842,5416902896.842697,5416811957.527671,5417505823.666912,5417569311.693531,5418191966.3837185,5424420997.952776,5424601724.9922905,5424497092.815921,5425153361.394121,5425324054.595251,5425267519.637273,5425024662.423813
XPR-USD,2021-10-06,2021-10-15,287790830.5301441,291220815.2549917,292629560.60176456,290624522.6448161,290266002.3042131,293403764.28637713,309958429.36675966,314449164.3646397,314040625.31663084,313460075.0417669,317320079.2507306,335364377.3962539,339379128.90147156
XTZ-USD,2020-08-07,2020-08-12,283027769.65865487,277356674.6660683,284663261.08556116,274562856.8898927,297181985.5896583,328052609.7945287,411594410.2902986,328052609.7945287,411594410.2902986,378438296.9383229,431932085.22929984,407865708.93180263,402663941.483195
XTZ-USD,2021-02-09,2021-02-13,623905210.3438979,652072436.389897,667290654.0477284,764781170.0761545,780757900.6425515,848302944.6915349,1168847184.877446,780757900.6425515,848302944.6915349,1168847184.877446,1256819218.633142,1163957748.0573494,1074411571.2371764
XTZ-USD,2021-05-23,2021-05-26,1265459613.511839,1221462501.1452384,1205821967.2391334,1160011007.7317793,1215185321.5963485,1224401788.1319942,1241563587.4646297,1160011007.7317793,1215185321.5963485,1224401788.1319942,1241563587.4646297,1237320072.5207577,1207496196.4941454
XTZ-USD,2021-08-22,2021-08-29,1235968677.7655394,1239590534.0440261,1237546715.5684984,1242851892.7349997,1315488527.5327618,1278489168.3892562,1632289009.495659,1546378380.5228076,1726241416.2059026,1771694028.3999405,1819733158.9420767,1755599213.6557317,1736288095.3208945
XTZ-USD,2021-09-07,2021-09-13,1752232437.1261435,1760530172.621052,1762484782.7850046,1629599256.856017,1625298625.082862,1896272171.240562,2200365032.378595,2200365032.378595,2188204340.787181,2373891064.215518,2427470596.1557193,2414312455.746751,2384898629.665356
XTZ-USD,2021-09-21,2021-09-24,2346453811.43087,2359077948.5883384,2164963277.093941,2086067219.9581664,2204861221.504478,2321956496.354711,2607528274.4499254,2086067219.9581664,2204861221.504478,2321956496.354711,2607528274.4499254,2565023713.0300884,2518410354.7530713
XTZ-USD,2021-12-04,2021-12-08,2876278333.994926,2872348944.246723,2857980328.7535405,2802294309.5305295,2790015154.659169,2812087736.032992,3182633384.552247,2790015154.659169,2812087736.032992,3182633384.552247,3183760023.2762203,3081611000.32299,3042375483.8555565
XTZ-USD,2024-11-15,2024-11-24,3018602239.2636514,3017799149.646112,3016596575.0187173,3018476140.866774,3027760221.410409,3022345624.9074802,3347472092.817814,3311248544.6899133,3323478615.834151,3327002424.720306,3500462654.68227,3475279964.6424665,3470033359.7999415
XVG-USD,2021-01-03,2021-01-07,29342912.47065352,29182340.23891315,29229150.387934934,36284340.276152335,35675034.42700897,35598125.425067306,53263965.90850508,35675034.42700897,35598125.425067306,53263965.90850508,69303168.26492307,65918310.07768827,67210253.35134219
XVG-USD,2021-02-08,2021-02-13,128803052.72358438,127869519.12315543,127230493.81219347,128708775.21304213,137732538.34972417,135928666.52995515,145209179.66169924,135928666.52995515,145209179.66169924,152139376.39131388,160558235.95721105,156358520.9124862,149374459.65817863
XVG-USD,2021-03-26,2021-04-04,173050759.92402503,170469186.65459386,169617675.41240466,172118307.15118647,172248666.8301224,178035146.02539638,190790724.17421398,198169403.11301026,198822826.34410867,199853948.1394646,201849683.99286485,214459549.34151193,212562216.3078779
XVG-USD,2021-04-13,2021-04-16,198422750.03791907,199270227.0029153,197089151.04976624,198059723.65732762,215771797.9957543,216874543.04943871,367626531.6405974,198059723.65732762,215771797.9957543,216874543.04943871,367626531.6405974,350988614.0669477,334019464.6702513
